Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Author (product.metafields.custom.author),Binding (product.metafields.custom.binding),Canonical Handle (product.metafields.custom.canonical_handle),Inventory Log (product.metafields.custom.inventory_log),Language (product.metafields.custom.language),Location (product.metafields.custom.location),Non-Alcoholic (product.metafields.custom.non_alcoholic),Preorder Override Date (product.metafields.custom.preorder_override_date),Product Details (product.metafields.custom.product_details),Publication Date (product.metafields.custom.pub_date),Cuisine (product.metafields.custom.region),Reserve (product.metafields.custom.reserve),Shelf (product.metafields.custom.shelf),Specialization (product.metafields.custom.special),Special Diet (product.metafields.custom.special_diet),Spirits (product.metafields.custom.spirits),Wine (product.metafields.custom.wine),Growave raw rating (product.metafields.growave.raw_rating_string),Growave rounded rating (product.metafields.growave.rounded_rating_string),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Art style (product.metafields.shopify.art-style),Book cover type (product.metafields.shopify.book-cover-type),Color (product.metafields.shopify.color-pattern),Condition (product.metafields.shopify.condition),Fabric (product.metafields.shopify.fabric),Genre (product.metafields.shopify.genre),Headwear features (product.metafields.shopify.headwear-features),Language version (product.metafields.shopify.language-version),Material (product.metafields.shopify.material),Media access (product.metafields.shopify.media-access),Media theme (product.metafields.shopify.media-theme),Medium (product.metafields.shopify.medium),Publication frequency (product.metafields.shopify.publication-frequency),Signature placement (product.metafields.shopify.signature-placement),Target audience (product.metafields.shopify.target-audience),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
le-bistrot-paul-bert-french-comfort-food-from-the-parisian-restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781419784002_2_f4f82048-5fa3-4cb9-bbaa-513a24b7b852.jpg?v=1749569494,2,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le-bistrot-paul-bert-french-comfort-food-from-the-parisian-restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781419784002_3_2bf3a7a7-9577-4913-8801-afb307ebf4bb.jpg?v=1749569494,3,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le-bistrot-paul-bert-french-comfort-food-from-the-parisian-restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781419784002_4_13387463-4170-4bb3-892c-d79612b5c0e4.jpg?v=1749569494,4,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le-bistrot-paul-bert-french-comfort-food-from-the-parisian-restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781419784002_5_c6fcb6f0-f504-4ea0-8f3b-0645be91f51d.jpg?v=1749569494,5,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lauberge-de-lill-65-recipes,L'Auberge de L'Ill: 65 Recipes Straight from the Water's Edge,"<p data-mce-fragment=""1""><b>This is a *Featured Preorder for a title releasing on May 31, 2026.</b></p>
<p data-mce-fragment=""1""><b>Coming soon in English!</b></p>
<p data-mce-fragment=""1""><em data-mce-fragment=""1""><strong data-mce-fragment=""1"">This is what the publisher tells us about this book:</strong></em></p>
<p>Marc Haeberlin has a sublime culinary heritage: following in the footsteps of his father Paul, he is the fourth generation to cook at the Auberge de L’Ill in Illhaeusern, which has been in existence for over 150 years, and has held 3 stars in the Michelin guide for 50 years. <span style=""font-size: 0.875rem;"">He has also worked alongside Paul Bocuse, and Jean and Pierre Troisgros.  </span></p>
<p><span style=""font-size: 0.875rem;"">According to the Michelin Guide, ""The Auberge de l’Ill is much more than just a restaurant. It embodies the Alsatian inn in all its glory – an inviting and friendly place, untouched by the passage of time, where every customer is welcomed like a member of the family… It is an institution in the region, but also renowned throughout France and beyond. Since it was established in 1882 the restaurant has made a name for itself thanks to its matelote with riesling and dishes based on local game. Marc Haeberlin, grandson of the founders, now serves the classical repertoire (foie gras terrine served by the spoonful, frog’s leg mousseline, and salmon soufflé) alongside more modern creations."" </span></p>
<p><span style=""font-size: 0.875rem;"">The legend lives on and has expanded with the creation of the Hôtel des Berges and the opening of three Auberges de l’Ill in Japan. Laurent Dupont’s magnificent photographs throughout the book capture not only the elegance of the plated recipes but the beauty of the countryside and especially the Ill, the placid river flowing under the willows past the family’s inn.</span></p>
<p><span style=""font-size: 0.875rem;"">Hardcover. Color photographs throughout.</span></p>
<p><b data-mce-fragment=""1"">* Featured Preorder books earn you an </b><b data-mce-fragment=""1""><i data-mce-fragment=""1"">extra </i></b><b data-mce-fragment=""1"">150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can </b><a data-mce-fragment=""1"" href=""https://www.kitchenartsandletters.com/pages/reward""><b data-mce-fragment=""1"">learn more about all the ways to earn points and sign up here.</b></a><b data-mce-fragment=""1""> It's as simple as creating a store account.</b></p>",QGRB,Media > Books > Print Books,BOOK,"05-31-2026, 11-30-2025, C, Fall 2025, Ln_En, preorder",true,Title,Default Title,,,,,,,,Marc Haeberlin,2267.96185,shopify,continue,manual,59.95,,true,true,,,,,'9781911714347,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/L_AubergedeL_Ill9781911714347.jpg?v=1750275105,1,Book cover: L'Auberfe de L'Ill,false,L'Auberge de L'Ill (English) | Kitchen Arts & Letters,"Explore Marc Haeberlin's culinary legacy at Auberge de l'Ill: 4 generations, 50 years of 3 Michelin stars, Alsatian classics, & exquisite photography.",543543,,,,,,,,,,,Marc Haeberlin,Hardcover,,,English,France,,'2026-05-31,,'2025-11-30,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,active
korean-temple-cooking,"Korean Temple Cooking: Lessons on Life and Buddhism, with Recipes","<p dir=""ltr""><em>Korean Temple Cooking</em><span> offers an in-depth introduction to the food and philosophy of Korea’s Baekyangsa Temple, as practiced and shared by Jeongkwan Snim—the Buddhist nun featured in the first episode of Netflix' </span><span>Chef’s Table</span><span> Season 3.</span></p>
<p dir=""ltr""><span>Through interviews with Snim and explorations of her daily life, as well as essays and seasonal recipes, the book invites readers into the rhythms of Korean Seon (Zen) Buddhism. Cooking is both mundane practice and spiritual expression: recipes reflect a way of eating that is at once restrained, generous, and attentive to nature’s cycles.</span></p>
<p dir=""ltr""><span>All of the food presented in the book is vegan, consistent with East Asian Buddhist traditions that avoid the taking of life. </span></p>
<p dir=""ltr""><span>Recipes are organized by season, with additional sections on rice, tofu, kimchi, noodles, and seasonings. Some are quick to prepare; others, like varieties of </span><span>cheong</span><span>—fruit, vegetable, or grain preserves—require a full year to ferment. This emphasis on patience and long-term care echoes the ethical and meditative values at the heart of the cuisine.</span></p>
<p dir=""ltr""><span>Photographs throughout the book document the temple grounds, kitchen tools, attire, and dishes, providing both visual context and a sense of lived experience.</span></p>
<p dir=""ltr""><span>Immersive and fascinating.</span></p>
<p>Hardcover. Color photographs throughout.</p>",HGUS,Media > Books > Print Books,BOOK,"09-09-2025, C, Fall 2025, Ln_En, preorder, Sd_Vg",true,Title,Default Title,,,,,,,,Hoo Nam Seelmann,1814.36948,shopify,continue,manual,45.00,,true,true,,,,,'9781964786186,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781964786186_1_5b60427b-1de0-40f6-be16-45342101787d.jpg?v=1749569485,1,"Book Cover: Korean Temple Cooking: Lessons on Life and Buddhism, with Recipes",false,Korean Temple Cooking | Kitchen Arts & Letters,"Experience Korean temple cooking with Jeongkwan Snim. Seasonal Buddhist recipes nourish body and soul, connecting food and spirituality.",543543,,,,,,,,,,,Hoo Nam Seelmann,Hardcover,,,English,,,,,'2025-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,active
korean-temple-cooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781964786186_2_798044a0-cc92-4efd-9f7e-8c979e9fc07b.jpg?v=1749569485,2,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
korean-temple-cooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781964786186_4_2cb6b6f5-6fbd-4030-b64f-00c2a5788130.jpg?v=1749569485,3,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
korean-temple-cooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/SeelmanKoreanTemple1.jpg?v=1749652359,4,Presentation image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
korean-temple-cooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/SeelmanKoreanTemple2.jpg?v=1749652359,5,Presentation image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
korean-temple-cooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/SeelmanKoreanTemple3.jpg?v=1749652359,6,Presentation image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
korean-temple-cooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/SeelmanKoreanTemple4.jpg?v=1749652451,7,Presentation image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
introduction-to-japanese-cuisine-nature-history-and-culture,"Introduction to Japanese Cuisine: Nature, History and Culture","<p data-start=""0"" data-end=""407"">The foundation of any cuisine is cultural, not just technical—and this volume makes that point with depth and clarity. <em data-start=""119"" data-end=""182"">Introduction to Japanese Cuisine: Nature, History and Culture</em> is the starting point in the Japanese Culinary Academy Series, and unlike the technique-driven volumes that follow, it offers a wide-ranging view of the traditions, values, and environmental factors that shape Japanese food.</p>
<p data-start=""409"" data-end=""875"">Drawing connections between agriculture, religion, aesthetics, and daily life, the book explains how Japanese cuisine has evolved in tandem with broader cultural forces. Topics include the role of seasonal awareness, the influence of Shinto and Buddhist practices, and the development of formal meal structures such as <em data-start=""728"" data-end=""736"">honzen</em> (multi-course meals for guests), <em data-start=""770"" data-end=""778"">shojin</em> (vegetarian temple cooking), and the tea ceremony and its many expressions, including <em data-start=""865"" data-end=""874"">kaiseki</em>.</p>
<p data-start=""877"" data-end=""1253"">While not a cookbook in the usual sense, it does include recipes at the back—supporting the examples featured throughout and helping ground the more abstract material in real culinary practice. The photography is carefully composed and deeply informative, often showing not just finished dishes but tools, landscapes, and cultural contexts that contribute to the larger story.</p>
<p data-start=""1255"" data-end=""1554"">Written for professionals but entirely accessible to serious home cooks, this is an essential starting point for anyone seeking to understand Japanese cuisine as something more than a set of techniques. It’s a study in how food expresses place, belief, and identity—before a knife is even picked up.</p>
<p>Hardcover. Color photographs throughout.</p>
<p><strong>Also in this series:</strong></p>
<p><br><a href=""https://www.kitchenartsandletters.com/products/flavoring-and-seasoning"">Flavoring and Seasoning: Dashi, Umami, and Fermented Foods</a></p>
<p><a href=""https://www.kitchenartsandletters.com/products/mukoita-i-cutting-techniques-fish"">Mukoita I, Cutting Techniques: Fish</a> </p>
<p><a href=""https://www.kitchenartsandletters.com/products/mukoita-ii-cutting-techniques-seafood-poultry-and-vegetables"">Mukoita II, Cutting Techniques: Seafood, Poultry &amp; Vegetables</a></p>
<p><a href=""https://www.kitchenartsandletters.com/products/yakiba-grilling-techniques-shio-yaki-furishio-yaki-yuan-yaki-tare-yaki-and-yakitori"">Yakiba Grilling Techniques: Shio-yaki, Furishio-yaki, Yuan-yaki, Tare-yaki, and Yakitori</a></p>
<p> </p>",RDH,Media > Books > Print Books,BOOK,"09-02-2025, 09-16-2025, C, Fall 2025, Ln_En, preorder",true,Title,Default Title,,,,,,,,Japanese Culinary Academy,1814.36948,shopify,continue,manual,75.00,,true,true,,,,,'9784911188002,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9784911188002_1_6200a0a1-8f09-4727-8e97-c2036261d95c.jpg?v=1749569477,1,"Book Cover: INTRODUCTION TO JAPANESE CUISINE: Nature, History and Culture",false,Introduction to Japanese Cuisine | Kitchen Arts & Letters,"Japanese cuisine demystified! Explore fundamentals, culture & techniques in this comprehensive guide from the Japanese Culinary Academy.",543543,,,,,,,,,,,Japanese Culinary Academy,Hardcover,,,English,,,'2025-09-16,,'2025-09-02,Japan,,,,,,,,,,,,hardcover,,,,food-cooking,,eng-english,,,,,,,adults,,,,,,lb,4901.99,,active
introduction-to-japanese-cuisine-nature-history-and-culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9784911188002_2_43d79594-0aa2-4e9c-a7af-0befbdb90abc.jpg?v=1749569477,2,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
introduction-to-japanese-cuisine-nature-history-and-culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9784911188002_3_d991793e-fb98-4139-99ed-67dfbb855aa3.jpg?v=1749569477,3,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
introduction-to-japanese-cuisine-nature-history-and-culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9784911188002_4_a89f1c65-c8df-450c-8e17-717751c8e9f6.jpg?v=1749569477,4,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
introduction-to-japanese-cuisine-nature-history-and-culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9784911188002_5_1da3a966-237e-4b5a-b53a-14c2df6128bd.jpg?v=1749569477,5,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
im-not-trying-to-be-difficult,I'm Not Trying To Be Difficult: Stories from the Restaurant Trenches,"<p><span style=""color: rgb(43, 0, 255);""><strong>We are pleased to offer copies signed by Drew Nieporent.</strong></span></p>
<p data-start=""382"" data-end=""553"">A memoir from one of New York’s boldest and influential restaurateurs, <em data-start=""454"" data-end=""486"">I’m Not Trying to Be Difficult</em> is as candid, entertaining, and full of life as a great night out.</p>
<p data-start=""555"" data-end=""1057"">Drew Nieporent helped shape the NYC dining scene with legendary restaurants like Montrachet, Tribeca Grill, and Nobu. But he’s also a gifted storyteller, and this book delivers the kind of behind-the-scenes tales that rarely make it into print. Robert De Niro, David Bouley, Princess Diana, cruise ship dining rooms, and three-star reviews all show up in Nieporent’s orbit, and he’s not afraid to share where he stumbled, what he learned, and what really matters when you’re building something lasting.</p>
<p data-start=""1059"" data-end=""1408"">What sets this memoir apart is how personal it is: Drew writes with humor and humility about his battles with weight, the grind of the industry, and the people who helped (and hindered) along the way. It’s not a sanitized highlight reel—it’s a sharply observed, deeply human story from someone who’s spent a lifetime at the center of the action.</p>
<p data-start=""1410"" data-end=""1512"">A deeply diverting read for anyone who loves restaurants, personalities, or just a great New York story well told.</p>
<p data-start=""1410"" data-end=""1512"">Hardcover. Photo insert.</p>",GDC,Media > Books > Print Books,BOOK,"09-23-2025, C, Fall 2025, Ln_En, preorder, signed",true,Title,Default Title,,,,,,,,Drew Nieporent,907.18474,shopify,continue,manual,30.00,,true,true,,,,,'9781538765579,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781538765579_1_f23887ba-5cfc-4399-bbcc-dc8ca3dce0a4.jpg?v=1749569470,1,Book Cover: I'm Not Trying to Be Difficult,false,I'm Not Trying To Be Difficult | Kitchen Arts & Letters,"Drew Nieporent's memoir reveals the wild ride from McDonald's to Nobu, shaping NYC's iconic restaurant scene and culinary trends.",543543,,,,,,,,,,,Drew Nieporent,Hardcover,,,English,,,,,'2025-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,active
homemade-ramen,Homemade Ramen,"<p data-start=""303"" data-end=""666"">There are books that teach you how to make ramen, and then there is <em data-start=""371"" data-end=""387"">Homemade Ramen</em>. Written by Sho Spaeth, a meticulous cook and longtime ramen obsessive, this is an unmatched resource for anyone who wants to pursue serious ramen-making at home. Not just to replicate a restaurant-style bowl, but to understand its every component, from broth to <em>tare </em>to noodles.</p>
<p data-start=""668"" data-end=""1070"">Spaeth draws from years of research and experimentation to offer detailed, precise instructions for building an ideal bowl of ramen. His recipes span a variety of styles (classic shoyu, spicy <em>tantanmen</em>, miso ramen, pork rib <em>tsukemen</em>, vegan chickpea broth, and more) but the real strength of the book lies in the clarity with which it explains foundational elements and how to adapt them to home kitchens.</p>
<p data-start=""1072"" data-end=""1634"">Nowhere is this more impressive than in the noodle chapter, which represents a substantial leap forward in English-language ramen writing. Spaeth devotes more than 20 pages to making six types of alkaline noodles, including guidance on flour choice, gluten development, mixing and resting dough, adjusting hydration, and achieving ideal texture and shape without industrial equipment. He tackles optional—but deeply informative—steps like noodle aging, massaging, and folding, and even addresses the art of how to swirl noodles in the bowl to best hold toppings.</p>
<p data-start=""1636"" data-end=""2045"">The book is just as illuminating when it comes to broth and toppings. Spaeth walks readers through classic building blocks like ginger-scallion oil, rendered chicken fat, pork belly, cracklings, and jammy <em>onsen </em>eggs, while also explaining the deeper architecture of what makes a bowl cohesive. Over 100 step-by-step photographs help bring the process into focus, offering clarity and confidence along the way.</p>
<p data-start=""2047"" data-end=""2281"">For ramen enthusiasts, this book is a major event: a smart, focused, and genuinely useful guide to one of the world’s most satisfying dishes. <em data-start=""2189"" data-end=""2205"">Homemade Ramen</em> doesn't just teach technique: it opens the door to years of joyful practice.</p>
<p>Hardcover. Color photographs throughout.</p>",WWN,Media > Books > Print Books,BOOK,"10-14-2025, C, Fall 2025, Ln_En, preorder",true,Title,Default Title,,,,,,,,Sho Spaeth,1814.36948,shopify,continue,manual,35.00,,true,true,,,,,'9781324020998,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781324020998_1_df391943-398d-4a4a-8d07-732f18718600.jpg?v=1749569468,1,Book Cover: Homemade Ramen,false,Homemade Ramen | Kitchen Arts & Letters,"Craft authentic ramen at home! Expert Sho Spaeth guides you through 13 styles with 100+ photos, from shoyu to vegan recipes.",543543,,,,,,,,,,,Sho Spaeth,Hardcover,,,English,,,,,'2025-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,active
homemade-ramen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781324020998_2_d6561f12-1025-46a3-b8b0-a119d8652bf8.jpg?v=1749569468,2,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homemade-ramen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781324020998_3_49e09808-21ed-487d-a2a3-8295e45c6e4b.jpg?v=1749569468,3,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homemade-ramen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781324020998_4_f37ebbf2-e995-40de-9296-a65408bbcdd3.jpg?v=1749569468,4,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homemade-ramen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781324020998_5_242c6035-fd52-466b-a4d2-c3f8ff35e4f8.jpg?v=1749569468,5,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good-things-recipes-and-rituals-to-share-with-people-you-love-a-cookbook,Good Things: Recipes and Rituals to Share with People You Love,"<p dir=""ltr""><span>The author of the revolutionary </span><a href=""https://www.kitchenartsandletters.com/products/salt-fat-acid-heat-mastering-the-elements-of-good-cooking-c""><em>Salt Fat Acid Heat </em></a><span>returns with another boldly innovative, nearly subversive book, this time masquerading as a great collection of everyday recipes.</span><em><strong><b></b></strong></em></p>
<p dir=""ltr""><span>If </span><em>Salt Fat</em><span> was written to free cooks from recipes, </span><em>Good Things</em><span><em>,</em> coming along eight years later, is more comfortable with the best aspects of what recipes can do: share amazing ideas for wonderful food. </span><em><strong><b></b></strong></em></p>
<p dir=""ltr""><span>Nosrat shares those ideas in a variety of formats. Her chicken braised with apricots and harissa gets a familiar, standard recipe format, including notes on what might accompany it well and tips on varying the recipe with lamb. But long-cooked broccoli, which “encourages broccoli’s bitter and sulfurous aromatic compounds to dissipate, leaving only sweetness behind,” is simple enough to be rendered in a few paragraphs with the ingredients run into the text. A chart called “boiled spring vegetable matrix” provides manifold ideas for treating asparagus, snap peas, English peas and fava beans.</span><em><strong><b></b></strong></em></p>
<p dir=""ltr""><span>You can employ these recipes and have a joyous time cooking from this book without ever engaging with its more thoughtful aspects, which might be like having a blast driving a shiny sports car to and from work without ever taking it out on the open road to see how it really handles. </span><em><strong><b></b></strong></em></p>
<p dir=""ltr""><span>But Nosrat is a cook’s cook, someone who’s interested in more than just a quick meal. Perhaps you’ll recognize a kinship when she writes, “I’ve always had an unbridled enthusiasm for for things others might consider useless–apricot pits, the liquid from a can of chickpeas, or the oil left behind after frying a pot of shallots.” </span><em><strong><b></b></strong></em></p>
<p dir=""ltr""><span>Or, “The beauty of cooking is that it’s a vessel for both time and attention. Cooking for someone, or sitting down for a meal together, is about more than nourishment–it’s a way to share what’s most valuable to you with the people you care about.”</span></p>
<p dir=""ltr""><span>Engage with this book and you'lll find it transformative.</span></p>
<p>Hardcover. Color photographs throughout.</p>",RDH,Media > Books > Print Books,BOOK,"09-16-2025, C, Fall 2025, Ln_En, preorder",true,Title,Default Title,,,,,,,,Samin Nosrat,1814.36948,shopify,continue,manual,45.00,,true,true,,,,,'9781984857781,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781984857781_1_0bdd5ec4-0603-4914-aaa3-97de58457757.jpg?v=1749569460,1,Book Cover: Good Things: Recipes and Rituals to Share with People You Love: A Cookbook,false,Good Things: Recipes and Rituals to Share with People You Love: A Cookbook | Kitchen Arts & Letters,"Samin Nosrat shares 125+ joyful, flavor-forward recipes for soul-nourishing meals that connect you with food, friends, and the joy of cooking.",543543,,,,,,,,,,,Samin Nosrat,Hardcover,,,English,,,,,'2025-09-16,,,,,,,,,,,,,hardcover,,,,food-cooking,,eng-english,,,,,,,adults,,,,,,lb,4901.99,,active
good-things-recipes-and-rituals-to-share-with-people-you-love-a-cookbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781984857781_2_6100a84a-b569-4fc3-b787-f47b2b7ab491.jpg?v=1749569460,2,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good-things-recipes-and-rituals-to-share-with-people-you-love-a-cookbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781984857781_3_96e76865-958d-4bce-925b-54fa1c384479.jpg?v=1749569460,3,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good-things-recipes-and-rituals-to-share-with-people-you-love-a-cookbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781984857781_4_230df37f-e3b4-4b6e-960d-5b4a6e91a6eb.jpg?v=1749569460,4,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good-things-recipes-and-rituals-to-share-with-people-you-love-a-cookbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781984857781_5_ebc61773-9fdd-4701-a602-45beda7c2c3f.jpg?v=1749569460,5,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
